ad_id,headline_1,headline_2,description_1,description_2,description_3,simulated_ctr,simulated_cpc,simulated_cpa
94081734de904934ad7670b581fb92c0,Dachreparatur München,Dachdecker für Immobilien,Professionelle Dachdienste für Immobilienverwalter in München. Kostenloses Angebot!,Sichern Sie Ihre Immobilien mit unseren zuverlässigen Dachreparaturen. Jetzt anrufen!,Langjährige Erfahrung.  Schnelle Reaktion.  Faire Preise. Dachsanierung in München.,5.0,0.3,10.0
a8cf3adc807742e89c9d8cd90a69b5dd,Roof Repairs Sydney,Property Roof Maintenance,Reliable roofing for property managers. Free quotes.,Expert roof inspections & repairs. Sydney wide.,Prevent leaks! Competitive roofing services.,1.92,1.67,75.0
f789dcd2f0494682a01d9bcb7162f058,Toronto Roofing for Property Managers,Reliable Roof Repairs & Maintenance,Expert roofing services. Free inspections. Licensed & insured. Call today!,Prevent leaks & costly repairs.  Competitive rates.  Fast turnaround.,Extend roof lifespan with our preventative maintenance programs.,4.29,0.33,10.0
cafd1f7152974898bfe3be54943b2f9b,New Home? New Roof!,Tokyo's Top Roofing Experts,High-quality roofing for your dream home. Free quotes!,"Durable, reliable roofs built to last.  Contact us today!",Experienced roofers serving Tokyo.  Get a personalized estimate.,4.29,0.33,10.0
055587ad333a4615885decb9076b24f7,Dachreparatur Berlin,Invest in Dachsanierung,Professionelle Dachdecker für Immobilieninvestoren in Berlin. Kostenlose Beratung!,Steigern Sie den Wert Ihrer Immobilien mit hochwertigen Dacharbeiten.,Schnelle & zuverlässige Dachreparaturen & Sanierungen für Berlin.,1.92,1.73,78.0
3f34fdb4bb5c47d4ac0f93dae2b3a5cc,Tokyo Roofing Experts,Reliable Roofing for Property Managers,Expert roof repairs & maintenance. Free quotes.  Licensed & Insured.,Protecting your properties.  Quality roofing solutions in Tokyo.,Long-lasting roofs.  Competitive pricing. Contact us today!,5.14,0.28,9.09
40d57efb20f34be2ac8fe7eaf90c7437,Roof Repairs for Investment Props,Sydney Roofers for Investors,Boost property value with reliable roof repairs.  Free quotes!,Experienced roofers servicing Sydney investors. Fast turnaround.,Protect your investment. Get a roof inspection today.,2.66,1.29,55.0
433fc35a5f97428b943ada663eb68ab0,Toiture Paris: Experts en réfection,Réparation Toiture Paris: Devis Gratuit,"Spécialistes toiture Paris. Réparation, entretien, rénovation. Devis rapide et gratuit.",Gestion immobilière? Toitures sécurisées.  Intervention rapide. Appelez-nous!,Professionnels de la toiture à Paris.  Garantie décennale.  Contactez-nous !,5.14,0.28,10.0
74bf24d891f14b40bda99224bc415c4d,Roof Repairs NYC,Leaky Roof? We Help!,"Fast, reliable roofing repairs. Free estimates!",Expert roofers serving NYC. Call now!,Affordable roof repair solutions. Licensed & insured.,2.62,1.29,55.0
c2777aac43fb439eb8cea93ae198eb75,Dachdecker München,Invest in your roof!,Roof repairs & replacements for investors. Free quotes.,Reliable roofing solutions for Munich properties. Call now!,Increase property value with a new roof. Get a quote today.,1.91,1.67,75.0
e55638359c91429ca1903470d9acf54e,New Roof? Sydney Experts,"Quality Roofing, Sydney",Free Quotes! Best roofing materials.  Call now!,New Home Roofing Specialists.  Affordable prices.,Experienced Roofers.  Reliable & efficient service.,2.62,0.88,75.0
dedf55b2b5454ccd96e0b5ee3f0b1b23,New Home? New Roof!,Roofing Experts in LA,Top-rated roofing services. Free estimates.  Lifetime warranty.,"Protect your new home with a durable, beautiful roof. Call today!","Experienced roofers serving Los Angeles.  Quality materials, expert installation.",5.0,0.3,10.0
7d166a6438b44d88a1defe0c66f6358a,Roof Repairs for Investment Properties,Increase Property Value with New Roofs,Reliable roofing services for real estate investors in Rome. Free quotes!,Expert roof inspections & repairs. Maximize ROI on your properties.,Experienced roofers specializing in investment properties. Get a quote today!,5.0,0.3,10.0
8490131bdd6a4e37b87fcce89bdebe86,New Home? New Roof!,Tokyo Roofing Experts,High-quality roofing for your dream home. Free quotes!,"Durable, reliable roofing solutions.  Contact us today!",Experienced roofers serving Tokyo.  Get a quote now.,5.0,0.3,10.0
835f7c3c1d714a92aa0e689a24445ff6,Trendy Clothes London,Shop Now & Save!,New Arrivals! Free delivery in London. Shop online now!,Stylish outfits for less. Fast shipping. Shop today!,Unique fashion finds. Discover your style. Shop now.,2.66,0.94,80.0
69de15edf4714ca1b23604b5eab4a4b0,Stylish Clothes in Tokyo,Shop Trendy Fashion Online,New Arrivals! Free Shipping in Tokyo. Shop Now!,"High Quality, Affordable Fashion. Discover Your Style.","Unique Designs, Fast Delivery. Shop Our Boutique!",5.0,0.3,10.0
fc25a6a8caad46c6be71eecd7fe2695d,Stylish LA Fashion,Shop Trendy Clothes Online,New arrivals daily! Free shipping on orders over $50.,Discover unique styles. Shop now and save!,Express delivery in LA. Shop your look today.,1.49,2.14,75.0
638ff11be40c4e8ba0c2cb34f77b4393,Trendige Mode Berlin,Neue Kollektion online,Shoppe jetzt die neuesten Styles! Kostenloser Versand ab 50€.,Hochwertige Kleidung für jeden Anlass. Entdecke unsere Auswahl!,Modische Outfits für Frauen & Männer. Jetzt stöbern & sparen!,5.0,0.3,10.0
bf43906dba0d4a7895671107bf129623,Student Style Deals!,Fashion Finds for Students,Trendy clothes at student-friendly prices. Shop now!,Free shipping on orders over €50. New arrivals weekly!,"Discover unique fashion, perfect for campus & beyond.",5.0,0.3,10.0
3dd08f1605744a4794f4bbb41114d136,Trendy Clothes for Students,Affordable Fashion in Tokyo,Shop the latest styles. Free shipping in Tokyo!,Cute & comfy clothes for uni. Shop now!,Student discounts available. Explore our collection!,2.0,1.66,78.0
ae635f50c1b744a6bad031b0110969fc,Student Style: Shop Now!,"Trendy Clothes, Student Prices",Fresh fashion for Munich students. Free shipping on orders over €50.,Affordable & stylish clothing. Discover your new favorite outfit today!,Unique pieces for every student. Shop our latest collection now!,4.29,0.33,10.0
d5592a44776c4591a76243742befe0ae,Stylish Sydney Fashion,"Trendy Clothes, Fast Shipping",Discover the latest trends. Shop now!,Free shipping on orders over $100!,New arrivals daily! Express delivery.,4.29,0.33,10.0
8941f8b1e2af416ca98973ce0f886c15,Stylish Clothes Toronto,Shop Online Boutique Now,Free shipping on orders over $75! New arrivals daily.,Trendy fashion for every occasion. Shop our curated collection.,"Find your perfect outfit today. High quality, affordable prices.",4.29,0.33,10.0
78692248a7234bbb8701b5efc64968fa,LA's Hottest Fashion,Trendy Clothes Online,Shop the latest styles. Free shipping!,"Unique pieces, express yourself.",Discover your new favorite outfit.,1.92,1.93,87.0
e028bf4504d24ee2b54108c1cf63973b,Trendy LA Fashion,Shop LA Style Now,"Unique styles, fast shipping. Free returns!",Discover your new favorite outfit. Shop now!,High-quality clothing at affordable prices.,5.0,0.3,10.0
c83118d3ed6f4afbb5ee8e02f0f29d9e,Stylish Clothes for Students,College Fashion: Shop Now!,Trendy & affordable clothing. Free shipping on orders over $50!,New Arrivals Daily! Find your perfect outfit. Shop our NYC Boutique.,Student Discounts Available! Explore unique styles. Fast & Free Delivery,5.14,0.28,10.0
6eb84a336b5e4a8d9c94c5a2ebf8c708,Stylish LA Fashion,Shop Trendy Clothes Online,Free shipping on orders over $50. New arrivals daily!,Discover unique styles & express yourself. Shop now!,High-quality clothing at affordable prices. Shop LA fashion.,5.0,0.3,10.0
6eab07c48b7d4c8c981112b150de1b4f,Stylish Clothes London,Trendy Fashion Online,Shop the latest trends. Free delivery in London!,"Unique styles, affordable prices. Shop now!",Express yourself with our new collection.,1.92,1.73,78.0
bf97bf2109e74731819484dc8b02d1bc,NYC Fashion Finds,Trendy Clothes Online,Shop the latest styles. Free shipping on orders over $50!,Unique fashion for the modern woman. New arrivals weekly!,Express yourself with our curated collection. Shop now!,3.09,1.18,50.0
ee283f9fd81f46649b2bc636e41e5f01,London Fashion Finds,Trendy Clothes Online,Shop the latest styles. Free UK delivery!,Unique fashion for Londoners. Shop now!,Express yourself with our new collection.,2.62,1.29,55.0
34a0c2cdf9974408ac25b917a97fe9a1,Stylish Clothes Online,Shop Toronto Fashion Now,Trendy outfits at affordable prices. Free shipping in Toronto!,Discover unique styles. Shop our new collection today!,High-quality clothing. Easy online returns.,2.0,1.5,75.0
c6ee5817794745788d48a3b35de91b9a,London Fashion Trends,Shop the Latest Styles,New Arrivals Daily! Free UK Delivery. Shop Now!,"Trendy Clothes, Unique Styles. Express Shipping!",Discover Your Next Outfit.  Shop Our Boutique!,4.29,0.33,10.0
ed8d323d661d47aabce769cabfa2925a,Trendy Clothes Toronto,Shop the Latest Styles,Free shipping on orders over $50! New arrivals weekly.,Express delivery in Toronto. Shop now and stay stylish.,Unique fashion finds. Discover your new favorite outfit.,5.14,0.28,10.0
6ebca6235c5d4928b2f8bd29e889a41d,Mode étudiante stylée,Vêtements tendances Paris,Boutique en ligne. Livraison rapide. Styles uniques pour étudiants.,Vêtements abordables et à la mode pour étudiants parisiens.,Trouvez votre look parfait pour les cours et les sorties.,2.66,1.12,95.0
839e7c19ed334b54b3b0e55d043320ba,Trendy Clothes Toronto,Shop the Latest Styles,Free Shipping on Orders Over $75! New Arrivals Daily.,Express Delivery Available. Shop Now & Look Your Best!,Discover Unique Fashion. Toronto's Hottest Boutique.,5.14,0.28,9.09
4c58cd16c0214f42acd6ae7411688adb,Mode Parisienne: Shop Now!,"Chic Clothes, Fast Delivery",Discover unique styles. Free shipping in Paris!,New arrivals daily! Find your perfect outfit.,High-quality fashion at affordable prices.,5.0,0.3,10.0
cea3aaf7781d44588f88116ccf27cbad,Trendy Clothes Toronto,Shop New Arrivals Now!,Stylish & affordable fashion. Free shipping on orders over $75!,Discover unique styles for young adults. Shop our latest collection!,Express your style with our curated selection. Find your perfect fit!,5.0,0.3,10.0
729bf1f81eb14ec88a7b647d27b51895,Student Fashion Deals!,"Trendy Clothes, Low Prices",Shop cute & affordable clothes online. Free shipping in Toronto!,New arrivals weekly! Find your perfect outfit for less.,Stylish clothing for students. Express yourself!,1.92,1.73,78.0
0483dd1dd1b34059ab30104e95a06f32,Neue Styles jetzt online!,Mode in Berlin - Shop jetzt!,"Top Marken, kostenlose Lieferung. Entdecke jetzt!","Exklusive Kollektionen, Rabatte & Trends.",Finden Sie Ihr perfektes Outfit - Besuchen Sie uns!,5.0,0.3,10.0
1faccd528d7d4aa098e2fd953a74b75b,New Arrivals! Shop Now,Trendy Clothes in Rome,Express delivery. Free returns. Shop the latest styles!,Discover unique fashion.  Affordable prices.,High-quality clothing. Italian style.,2.66,1.18,50.0
69cca1f7ccad42d89ed74e7a0bf14460,Trendy Fashion in TO,Shop the Latest Styles,New Arrivals Daily! Free Shipping over $75,Express Delivery. Shop Now & Look Amazing!,Unique Pieces. Unbeatable Prices. Shop Today!,5.0,0.3,10.0
826ffad0638e44bca73e9b680cdda06a,London Fashion: Shop Now!,"Trendy Clothes, Fast Delivery",New arrivals daily! Free UK shipping on orders over £50. Shop the latest trends.,Express yourself with our unique styles. Discover your new favourite outfit today!,High-quality fashion at affordable prices.  Find your perfect look now.,4.29,0.33,10.0
3fdd9add77b545f3a8c8de423681a8fe,Trendy Clothes for Students,LA Student Fashion Finds,Affordable & Stylish! Shop now and get free shipping.,"Unique styles, perfect for campus. Browse our new collection!",Express yourself with our clothing. Shop online today!,5.0,0.3,10.0
c192f810c731428d905daa488975df73,Nuovi Arrivi Moda Roma,"Stile Italiano, Prezzi Ottimi",Vestiti alla moda a Roma. Spedizione gratuita! Scopri la nuova collezione.,Abbigliamento trendy per donne e uomini. Qualità garantita. Visita il nostro sito!,Offerte speciali e sconti imperdibili. Acquista ora il tuo outfit perfetto.,5.14,0.28,9.09
129b508b9a104cba96265401e6bc1595,Stylish Tokyo Fashion,Trendy Clothes Online,Shop the latest trends. Free shipping in Tokyo!,"Unique styles, high quality. Discover your new look.",Express yourself with our curated collection.,5.14,0.28,9.09
6082b5a5f3fd46828bebc52590e47372,New Arrivals! Shop Now,"Italian Style, Online",Trendy clothes for young adults. Free shipping in Rome!,Discover unique fashion pieces. Shop our new collection!,Express yourself with our stylish clothing. Fast delivery.,5.14,0.28,9.09
985d692f1b3a489793fe75ec143f3bdc,Stylish Clothes for Students,"Trendy Fashion, Tokyo Prices",Shop the latest trends! Free shipping in Tokyo.,Affordable & fashionable clothing for university students.,"Cute outfits, express yourself!  New arrivals weekly.",5.14,0.28,9.09
691eb88722204305acdd711c503b7f4a,Mode étudiante à Paris,"Vêtements stylés, prix étudiants",Boutique en ligne. Livraison rapide à Paris. Styles tendance pour étudiants.,Vêtements abordables pour étudiants.  Nouvelles collections chaque semaine!,Trouvez votre style parfait.  Promotions étudiantes exclusives.,1.41,1.89,85.0
9dfb64d475b342d7b49c63161fa6e9b5,NYC Fashion Finds,Trendy Clothes Online,Shop the latest styles. Free shipping in NYC!,"Unique pieces, curated for you. Shop now!",Express yourself with our new collection.,2.66,1.18,50.0
1402a1a3991d4672a23995cf46f893bc,Student Style Deals!,Trendy Clothes Berlin,Affordable fashion for students. Shop now!,New arrivals! Free shipping in Berlin.,"Unique styles, student discounts available.",5.0,0.3,10.0
6d4babcc24a44213acfa643acef4afaa,Stylish Clothes Berlin,New Arrivals Online Shop,Discover unique fashion. Free shipping in Berlin!,"Trendy outfits, fast delivery. Shop now!",High-quality clothes at affordable prices.,5.0,0.3,10.0
fb4125794d0f45aca31b404c49cb1079,Nuovi Arrivi Moda Roma,"Stile Italiano, Prezzi Ottimi",Vestiti alla moda per ogni occasione. Spedizione gratuita a Roma!,"Abbigliamento trendy, qualità eccellente. Scopri la nostra collezione!",Offerte speciali! Acquista ora e ricevi uno sconto esclusivo.,5.0,0.3,10.0
363d2008c41f4ace94fb0bc820bdba7e,Stylish Tokyo Fashion,Trendy Clothes Online,Shop the latest trends. Free shipping in Tokyo!,"Unique styles, fast delivery. Shop now!",High-quality fashion at affordable prices.,5.14,0.28,10.0
518f740f94154d69b68846c7d978cdec,Trendy Clothes Toronto,Shop New Arrivals Now!,"Unique Styles, Fast Shipping. Free Returns!",Affordable Fashion for Young Adults in Toronto,Discover Your New Favorite Outfit Today!,2.62,1.12,47.5
4ca33f3ec8d548b6b1b01faa1b92f6ca,Mode Parisienne: Shop Now!,New Arrivals: Chic French Style,Discover unique clothing. Free shipping in Paris!,"High-quality fabrics, trendy designs. Shop today!",Express delivery. Easy returns. Shop our collection.,5.14,0.28,9.09
3bb117ec447042a185f61c78c4e36f9e,Mode Parisienne: Shop Now!,New Arrivals: Trendy Styles,"Chic clothing, fast shipping. Free returns!",Discover unique Parisian fashion. Shop today!,Express yourself with our latest collection.,5.0,0.3,10.0
98dea0621e5a4cee820c42a8a70d5ee3,Mode Parisienne: Shop Now!,New Arrivals: Parisian Chic,"Trendy clothes, free shipping in Paris. Shop the latest looks!",Discover unique styles. Express yourself with our fashion.,"High-quality clothes, affordable prices. Shop our boutique today!",2.66,1.18,50.0
f31404ba631d4d04ab28299971b8130c,Stylish LA Fashion,Shop Boutique Styles Online,"Trendy clothes, free shipping in LA!",Discover unique pieces. Shop now!,New arrivals daily!  Shop your style.,2.66,1.18,50.0
fe97ac071a554ebf918bcbb922ce9eb6,Student Fashion | London,Affordable Style for Uni,"Trendy clothes, fast shipping. Shop now!",New season drops! Unique styles for students.,Student discount available. Free UK delivery.,4.29,0.33,10.0
220bc2816b064fd59edabd82be37d614,"Student Style, Low Prices!",NYC Student Fashion Finds,Trendy clothes for college students. Shop now & save!,Affordable & stylish outfits for campus. Free shipping!,New arrivals daily! Perfect for classes & nights out.,1.92,1.93,87.0
ec953dccdcb24cfaa0db850130f53b78,Trendy Clothes for Students,LA Student Fashion Deals,Shop affordable & stylish clothing. Free shipping on orders over $50!,New arrivals daily! Find your perfect college outfit here.,"Cute clothes, student budget friendly. Explore our collection now!",3.71,0.86,75.0
