industry,region,target_audience,performance_tier,headline_1,headline_2,description_1,description_2,description_3,keywords,simulated_impressions,simulated_clicks,simulated_conversions,simulated_cost,simulated_ctr,simulated_conversion_rate,simulated_cpc,simulated_cpa
Roofing Company,"New York, USA",Real Estate Investors,low,Roof Repairs for Investors,NY Roofing: Increase Property Value,"Fast, reliable roofing services for real estate investors in NYC. Get a free quote!","Maximize ROI with durable, cost-effective roofing solutions. Call today!",Experienced roofing contractors specializing in investor properties. Free estimates.,"real estate roofing new york, roof repair investors nyc, commercial roofing new york, investment property roofing, roofing contractors manhattan",2345,35,1,75,1.49,2.86,2.14,75.0
Roofing Company,"Toronto, Canada",Real Estate Investors,high,Roofing for Investors in Toronto,Increase Property Value with New Roofs,Expert roofing solutions for Toronto real estate. Free estimates!,"Maximize ROI on your investment properties with durable, reliable roofs.","Fast, reliable roofing services for investors. Get a quote today!","roofing toronto investors, commercial roofing toronto, investment property roofing, real estate roof repair toronto, Toronto property roof maintenance",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Sydney, Australia",New Homeowners,high,New Roof? Sydney's Best!,Roofing Experts for New Homes,"High-quality roofing, free quotes.  Call now!","Experienced roofers, superior materials. Get a quote!",Protect your new home.  Affordable roofing solutions.,"new home roofing sydney, roof installation sydney, roofing contractors sydney, new house roofing, best roofers sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Tokyo, Japan",Homeowners needing repairs,high,屋根修理専門業者,東京屋根修理、迅速対応,雨漏り修理、屋根瓦修理、安心価格で対応。無料見積もり！,老朽化した屋根の修繕、葺き替えもお任せください。,東京全域対応！迅速な修理で安心の生活を！,"屋根修理 東京, 雨漏り修理 東京, 屋根瓦修理 東京, 屋根葺き替え 東京, 屋根点検 東京",35000,1800,55,500,5.14,3.06,0.28,9.09
Roofing Company,"London, UK",Real Estate Investors,low,Roof Repairs for Investors,London Roofers for ROI,"Fast, reliable roof repairs.  Increase property value.",Experienced roofers serving London investors. Get a quote!,Boost your rental income with a quality roof. Free consultation.,"roof repair london, property roofers london, real estate roof maintenance, investment property roofing, london landlord roofing",2345,45,1,78,1.92,2.22,1.73,78.0
Roofing Company,"Sydney, Australia",Property Managers,high,Roof Repairs Sydney,Reliable Roofing for PMs,"Expert roof inspections & repairs. Fast, reliable service. Free quotes.",Prevent costly roof damage.  Maintain property value. Call today!,Licensed & insured.  Emergency roof repairs available. 24/7 support.,"roof repair sydney property managers, commercial roofing sydney, roof maintenance sydney, emergency roof repair sydney, property management roofing services",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Toronto, Canada",Homeowners needing repairs,high,Roof Repairs Toronto,Leaking Roof? Call Now!,"Fast, reliable roof repairs. Free estimates. Licensed & insured.",Emergency roof repair services. 24/7. Top quality materials.,"Toronto's best roofers. Expert repairs, competitive prices.","roof repair toronto, leaking roof repair, emergency roof repair, roof leak services toronto, roofing contractors toronto",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Tokyo, Japan",Homeowners needing repairs,high,Roof Repairs Tokyo,Expert Roofers in Tokyo,Reliable roofing repairs. Free estimates. Call now!,Leaking roof? We fix it fast!  Guaranteed quality.,Tokyo's top-rated roofers.  Affordable & efficient.,"屋根修理 東京, 屋根葺き替え 東京, 雨漏り 修理 東京, 屋根点検 東京, 屋根工事 東京",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Sydney, Australia",New Homeowners,low,New Roof? Sydney's Best,Roofing Experts in Sydney,High-quality roofing installations. Free quotes! Call now.,Protect your new home. Durable & affordable roofing solutions.,Experienced roofers serving Sydney. Get a quote today!,"new home roofing sydney, roofing installers sydney, roof repair sydney new homes, best roofers sydney, affordable roofing sydney",2350,85,1,95,3.62,1.18,1.12,95.0
Roofing Company,"Sydney, Australia",Real Estate Investors,high,Roof Repairs for Investment Props,Boost Rental Value with New Roofs,"Sydney's top roofers for investors. Fast, reliable, quality work.",Increase property value & tenant satisfaction. Get a free quote!,Expert roof inspections & repairs.  Competitive pricing for investors.,"roofing sydney investors, investment property roof repair, real estate roof maintenance, sydney roof replacement investors, commercial roofing sydney",35000,1800,55,500,5.14,3.06,0.28,9.09
Roofing Company,"New York, USA",Property Managers,low,Roof Repairs for Property Managers,NYC Roofing Services - Reliable,Expert roofing solutions for your NY properties. Free estimates!,Prevent leaks & costly repairs.  Call our roofing experts today!,Reliable roofing maintenance for multi-family buildings in NYC.,"property manager roofing, commercial roofing new york, roof repair nyc, multi family roof maintenance, NYC building roof services",2345,35,1,87,1.49,2.86,2.49,87.0
Roofing Company,"Paris, France",Homeowners needing repairs,mid,Réparation de Toiture Paris,Toiture Fuite? Appelez-nous!,Experts en réparation de toitures. Devis gratuit. Appelez dès maintenant!,Toitures endommagées? Nous réparons tous types de toits. Garantie 10 ans.,Intervention rapide et efficace. Artisan qualifié. Prix compétitifs.,"réparation toiture paris, fuite toiture paris, artisan couvreur paris, réparation toitures urgence paris, devis réparation toiture paris",10000,500,15,150,5.0,3.0,0.3,10.0
Roofing Company,"New York, USA",Property Managers,high,Roof Repairs for Property Managers,NYC Roofing Experts for Property Owners,"Fast, reliable roofing services. Free estimates. Licensed & insured. Call today!",Extend your roof's lifespan. Prevent leaks & costly repairs. Get a quote now!,Expert roofing solutions for multi-family buildings. Emergency services available.,"property manager roofing, commercial roofing new york, roof repair nyc, multifamily roofing, roofing maintenance new york",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Sydney, Australia",New Homeowners,high,New Roof? Sydney's Best!,Roofing Experts for New Homes,High-quality roofing installations. Free quotes! Call now.,Experienced roofers serving Sydney's new homeowners.  Warranty included.,"Protect your investment. Get a durable, beautiful new roof.","new home roofing sydney, roof installation sydney, roofing contractors sydney, new build roofing sydney, best roofers sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Rome, Italy",New Homeowners,low,Nuovi tetti? Chiamaci!,Tetti Roma: Qualità garantita,Installazione tetti a Roma. Preventivi gratuiti!,"Migliori materiali, prezzi competitivi. Chiama ora!","Esperienza pluriennale, garanzia di qualità. Contattaci!","tetto nuovo roma, costruzione tetti roma, ristrutturazione tetti roma, installazione tetti roma, coperture roma",2350,45,1,87,1.91,2.22,1.93,87.0
Roofing Company,"Berlin, Germany",Real Estate Investors,low,Dachreparatur Berlin,Immobilien Dachsanierung,Wir reparieren & sanieren Dächer für Investoren in Berlin. Kostenlose Beratung!,Erhöhen Sie den Wert Ihrer Immobilien mit neuen Dächern.  Attraktive Angebote!,Professionelle Dachdecker für Investoren in Berlin. Schnelle & zuverlässige Arbeit.,"Dachsanierung Berlin, Dachreparatur Immobilien, Immobilien Dachdecker Berlin, Dachinvestitionen Berlin, Wertsteigerung Immobilien Dach",3200,85,2,75,2.66,2.35,0.88,37.5
Roofing Company,"London, UK",Homeowners needing repairs,low,Roof Repairs London,Leaking Roof? Call Now!,"Fast, reliable roof repairs in London. Free quotes.",Expert roofers. Emergency repairs available. Call today!,Affordable roof repairs. Guaranteed quality workmanship.,"roof repair london, leaking roof repair, roofing contractors london, emergency roof repair, roof maintenance london",2345,45,1,87,1.92,2.22,1.93,87.0
Roofing Company,"Sydney, Australia",Real Estate Investors,high,Roof Repairs for Investment Properties,Sydney Roofing Experts for Investors,Increase Property Value with Quality Roofing. Free Quotes!,"Fast, Reliable Roof Repairs & Replacements.  Call Now!",Experienced Roofers Serving Sydney Investors.  Get a Quote Today!,"roof repair sydney investors, roof replacement sydney real estate, investment property roofing, commercial roofing sydney, real estate roof maintenance",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"New York, USA",New Homeowners,low,New Roof Installation NYC,Roofing Experts for New Homes,High-quality roofing materials. Free estimates. Serving all of NYC.,Protect your new home with a durable roof. Call today for a quote!,Experienced roofers specializing in new construction. Get a free consultation.,"new home roofing, roofing contractors nyc, new construction roofing, home roofing installation, roof repair new home",2350,45,1,85,1.91,2.22,1.89,85.0
Roofing Company,"Berlin, Germany",Real Estate Investors,high,Dachreparatur Berlin,Invest in Dachsanierung,Professionelle Dachdecker für Investoren. Kostenlose Beratung!,Steigern Sie den Wert Ihrer Immobilien mit neuen Dächern.,Schnelle & zuverlässige Dachreparaturen in Berlin. Jetzt anrufen!,"Dachsanierung Berlin, Dachreparatur Investoren, Immobilien Dachdecker Berlin, Dachdecker Berlin Investition, Wert Steigerung Immobilien Dach",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Sydney, Australia",Real Estate Investors,high,Roof Repairs for Investors,Boost Property Value with New Roofs,"Expert roofing services in Sydney.  Free quotes for investors.  Fast, reliable repairs.","Increase rental income with durable, attractive roofs.  Call us today!",Experienced roofers specializing in investor properties.  Get a quote now!,"roofing sydney investors, real estate roof repairs sydney, investment property roofing, sydney roof replacement investors, commercial roofing sydney",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Rome, Italy",New Homeowners,low,Nuovi Tetti a Roma,Installazione Tetti Professionale,Tetti di alta qualità per la tua nuova casa. Preventivi gratuiti!,Esperienza decennale. Materiali di prima scelta. Garanzia di qualità.,Contattaci per un sopralluogo gratuito e senza impegno.,"tetto nuovo roma, copertura casa nuova roma, installazione tetti roma, rifacimento tetto roma, tegolaia roma",2350,45,1,75,1.91,2.22,1.67,75.0
Roofing Company,"Tokyo, Japan",Property Managers,mid,Tokyo Roof Repairs & Maint.,Reliable Roofing for Property Managers,Expert roofing services in Tokyo. Free quotes. Licensed & insured.,Protect your properties with our top-notch roofing solutions. Call us!,Prevent leaks & increase property value. Schedule your roof inspection today.,"屋根修理 東京, ビル屋上メンテナンス, 不動産管理 屋根, 東京 屋根工事, 防水工事 東京",10000,500,15,150,5.0,3.0,0.3,10.0
Roofing Company,"Los Angeles, USA",New Homeowners,low,New Home? New Roof!,Roofing Experts in LA,Protect your investment. Free estimates!,High-quality roofing at competitive prices.,Licensed & Insured. Serving Los Angeles.,"new home roofing los angeles, roof repair los angeles, roof installation los angeles, new construction roofing, homeowners insurance roofing",3250,85,2,110,2.62,2.35,1.29,55.0
Roofing Company,"Munich, Germany",New Homeowners,mid,Neues Dach? Wir helfen!,Dachdecker in München,Qualitätsdächer zu fairen Preisen. Kostenlose Beratung!,Erstklassige Handwerkskunst & moderne Materialien. Jetzt anfragen!,Ihr zuverlässiger Partner für Dachsanierung in München.  Top Qualität!,"Dachdecker München, Dachsanierung München, Neues Dach München, Dachreparatur München, Immobilie Dach München",10000,500,15,150,5.0,3.0,0.3,10.0
Roofing Company,"Toronto, Canada",Homeowners needing repairs,low,Roof Repairs Toronto,Leaky Roof? Call Now!,Expert roof repairs in Toronto. Free estimates. Licensed & insured.,"Fast, reliable roofing services.  Affordable solutions for your roof.",Emergency roof repair? We're here to help! Call 24/7.,"roof repair toronto, roofing contractor toronto, leaky roof repair, emergency roof repair toronto, roof leak services",3200,85,1,75,2.66,1.18,0.88,75.0
Roofing Company,"Toronto, Canada",New Homeowners,high,New Home? New Roof!,Toronto Roofing Experts,High-quality roofing installations. Free estimates. Licensed & insured.,"Protect your new home with a durable, reliable roof. Call today!",Top-rated roofing company in Toronto. Get a quote now!,"new home roofing toronto, roof installation toronto, roofing contractors toronto, new home builders toronto, toronto roofing companies",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Toronto, Canada",Real Estate Investors,high,Roof Repairs for Investors,Toronto Roofing Experts,Increase property value with top-rated roofing. Free estimates!,"Fast, reliable roofing solutions for your investment properties.",Experienced roofers serving Toronto real estate investors. Get a quote today!,"roofing toronto investors, real estate roof repair toronto, investment property roofing, commercial roofing toronto, rental property roof maintenance",35000,1500,50,500,4.29,3.33,0.33,10.0
Roofing Company,"Rome, Italy",Property Managers,mid,Roof Repairs Rome,Reliable Roofing for Property Managers,Expert roofing services in Rome. Free quotes!  Fast & reliable.,Prevent leaks!  Roof maintenance & repairs for property managers.,Experienced roofers serving Rome.  Competitive pricing. Get a quote today.,"coperture roma, riparazioni tetti roma, manutenzione tetti, impermeabilizzazione tetti, gestore immobiliare roma",10000,500,15,150,5.0,3.0,0.3,10.0
Roofing Company,"New York, USA",Real Estate Investors,high,Roof Repair for NY Investors,Boost Property Value with New Roofs,Experienced Roofers Serving NYC Real Estate Investors. Free Estimates!,"Increase Rental Income.  Fast, Reliable Roof Replacement & Repairs.",Protect Your Investment. Premium Roofing Solutions for Multi-Family Properties.,"roofing contractors new york, real estate roof repair nyc, multifamily roofing new york, commercial roofing investors, investment property roof replacement",35000,1500,50,500,4.29,3.33,0.33,10.0
